Age,Annual_Income,Years_Experience,Family_Size,Education,Mortgage,Credit_Score,Credit_Card_Spending,Online_Banking,Fixed_Deposit,City_Tier,Loan_Approved
31,31259,8,4,Professional,61322,834,49419,Yes,Yes,Tier-2,Yes
58,81332,34,1,Postgraduate,280357,830,36142,No,No,Tier-1,Yes
40,87969,15,5,Graduate,0,677,64996,No,No,Tier-2,Yes
53,42809,27,5,Graduate,190905,535,51454,Yes,No,Tier-3,No
59,219838,36,2,Professional,239245,746,58306,Yes,Yes,Tier-1,Yes
49,172318,24,1,Graduate,157771,530,96369,Yes,No,Tier-1,No
35,182615,14,1,Professional,374108,519,70165,No,Yes,Tier-1,Yes
24,51219,2,4,Postgraduate,78383,826,48025,Yes,No,Tier-1,Yes
25,210682,1,2,Professional,0,619,81030,Yes,No,Tier-2,Yes
35,160204,13,5,Graduate,14987,604,20066,Yes,Yes,Tier-1,No
23,183187,0,5,Postgraduate,0,698,34806,Yes,No,Tier-1,Yes
34,202058,10,2,Graduate,187538,662,42430,Yes,Yes,Tier-3,Yes
60,137284,35,5,Graduate,218852,770,45888,No,No,Tier-1,Yes
50,216630,24,5,Graduate,92306,654,46104,Yes,Yes,Tier-1,Yes
26,207235,4,5,Postgraduate,293997,585,68775,No,Yes,Tier-1,Yes
43,117199,22,1,Graduate,0,515,97249,Yes,Yes,Tier-1,No
32,26528,6,4,Graduate,126418,836,22511,No,No,Tier-3,No
30,70678,3,2,Graduate,276305,578,22943,Yes,No,Tier-2,No
30,170780,9,4,Professional,0,815,13002,No,Yes,Tier-1,Yes
56,235995,35,3,Graduate,0,745,12426,Yes,No,Tier-1,No
46,141744,20,4,Graduate,0,780,84277,Yes,No,Tier-1,Yes
57,42167,32,4,Professional,0,649,46361,Yes,Yes,Tier-2,Yes
38,122079,11,1,Postgraduate,446549,726,25707,Yes,No,Tier-1,Yes
22,169353,0,5,Postgraduate,210139,822,90659,Yes,No,Tier-2,Yes
51,119682,29,1,Graduate,70282,661,17846,Yes,Yes,Tier-2,No
24,188148,2,4,Postgraduate,29878,710,61184,Yes,No,Tier-3,Yes
42,133558,20,1,Postgraduate,273982,800,70340,Yes,No,Tier-2,Yes
26,210409,5,4,Postgraduate,169465,550,89367,Yes,No,Tier-1,No
35,244643,14,3,Graduate,34260,642,8441,Yes,Yes,Tier-3,No
25,155223,0,2,Graduate,65588,740,54499,Yes,No,Tier-1,Yes
40,102755,14,4,Graduate,28317,740,29280,Yes,No,Tier-2,No
52,41238,29,2,Postgraduate,27352,673,30887,No,No,Tier-2,No
56,145738,32,3,Graduate,34387,801,84174,Yes,No,Tier-3,Yes
41,158107,17,5,Professional,55986,586,51334,No,Yes,Tier-1,Yes
59,187325,32,2,Postgraduate,381490,605,29025,No,No,Tier-1,No
21,129493,0,5,Graduate,153727,601,82206,Yes,No,Tier-1,No
55,208429,29,1,Professional,130587,627,98623,Yes,No,Tier-3,Yes
44,241231,18,4,Postgraduate,244495,756,93005,Yes,No,Tier-3,Yes
44,163518,19,2,Postgraduate,0,589,26723,Yes,No,Tier-2,Yes
43,52371,20,1,Professional,68374,685,36984,Yes,Yes,Tier-1,Yes
43,90696,22,4,Graduate,99196,605,36593,Yes,No,Tier-2,Yes
29,242872,4,4,Graduate,478149,762,26089,Yes,No,Tier-2,No
59,203066,36,3,Postgraduate,45254,713,29566,Yes,Yes,Tier-3,Yes
57,230103,31,2,Graduate,0,753,6965,Yes,Yes,Tier-3,Yes
34,148319,7,2,Postgraduate,198171,708,5743,Yes,Yes,Tier-1,Yes
56,127489,34,5,Graduate,42810,787,72112,Yes,No,Tier-1,Yes
33,208309,9,5,Graduate,145898,803,42540,Yes,Yes,Tier-3,Yes
25,30769,1,5,Postgraduate,94263,567,69770,Yes,No,Tier-3,No
30,48088,9,2,Graduate,251709,524,22099,No,No,Tier-2,Yes
40,177220,15,1,Postgraduate,0,560,35691,No,No,Tier-2,No
59,186412,36,5,Postgraduate,319278,512,19013,No,Yes,Tier-3,Yes
50,243008,26,4,Graduate,243335,694,24695,No,No,Tier-3,No
33,155560,7,2,Postgraduate,62124,636,66512,Yes,Yes,Tier-3,Yes
34,94925,7,2,Postgraduate,76499,633,96978,Yes,Yes,Tier-1,Yes
51,31304,25,1,Professional,260729,536,73834,Yes,Yes,Tier-2,Yes
43,79918,21,5,Graduate,327257,836,43730,No,Yes,Tier-1,Yes
59,181349,37,4,Postgraduate,234844,810,74123,Yes,Yes,Tier-2,Yes
25,84810,3,3,Postgraduate,135477,767,34977,Yes,No,Tier-3,No
42,230426,15,3,Graduate,237260,650,69699,Yes,No,Tier-1,No
37,197934,16,2,Graduate,137678,552,81624,Yes,No,Tier-1,No
39,129472,16,2,Professional,60855,722,2863,Yes,Yes,Tier-3,Yes
35,156515,13,4,Postgraduate,206724,711,95749,Yes,Yes,Tier-3,Yes
30,79391,7,2,Postgraduate,142442,622,63683,Yes,No,Tier-2,No
44,113529,21,4,Graduate,423631,567,51336,Yes,Yes,Tier-1,No
48,146132,27,2,Professional,61946,632,74553,No,No,Tier-1,Yes
25,48289,4,1,Postgraduate,65300,634,47166,Yes,No,Tier-1,Yes
27,30166,5,2,Postgraduate,360144,788,3293,Yes,Yes,Tier-2,Yes
25,46747,4,2,Graduate,130594,554,29190,No,No,Tier-3,No
57,241112,34,3,Professional,157608,842,54342,Yes,No,Tier-2,Yes
42,237208,17,4,Professional,246936,734,17015,No,Yes,Tier-2,No
43,154516,22,2,Professional,145321,806,88643,Yes,Yes,Tier-2,Yes
29,82353,4,2,Graduate,214695,537,70285,Yes,No,Tier-1,No
37,120614,13,1,Graduate,380572,844,60920,Yes,No,Tier-1,Yes
49,66098,25,4,Postgraduate,114517,791,83993,No,Yes,Tier-2,Yes
49,128550,23,1,Graduate,234975,731,93070,Yes,No,Tier-2,Yes
52,107720,26,4,Postgraduate,324204,592,79259,Yes,Yes,Tier-2,Yes
42,124925,20,2,Postgraduate,91164,594,65219,Yes,Yes,Tier-3,Yes
29,76786,2,3,Graduate,250906,666,24787,Yes,No,Tier-1,No
30,188324,5,2,Graduate,308337,717,82398,Yes,No,Tier-1,Yes
44,187138,18,3,Graduate,53044,760,5449,Yes,No,Tier-1,No
57,129847,30,5,Graduate,0,688,36889,Yes,No,Tier-2,No
22,119485,0,4,Graduate,355189,753,83844,Yes,Yes,Tier-1,Yes
53,61230,30,4,Postgraduate,230093,747,30390,Yes,Yes,Tier-3,Yes
43,91770,22,1,Professional,173233,719,76084,Yes,Yes,Tier-2,Yes
54,73838,27,4,Graduate,83078,787,58831,Yes,No,Tier-1,No
29,223343,5,2,Postgraduate,0,718,17636,No,No,Tier-2,Yes
51,176001,25,4,Postgraduate,43510,776,85791,Yes,No,Tier-1,Yes
22,242815,1,4,Postgraduate,217928,827,95248,Yes,No,Tier-2,Yes
27,63079,2,4,Postgraduate,142790,580,16718,Yes,No,Tier-2,No
56,147318,32,3,Graduate,117795,562,97051,Yes,Yes,Tier-1,Yes
38,149540,13,1,Postgraduate,192795,504,69519,Yes,No,Tier-2,Yes
31,49343,4,2,Graduate,116739,739,44926,Yes,Yes,Tier-1,Yes
22,228723,0,4,Professional,144806,708,99694,Yes,Yes,Tier-2,Yes
40,143209,16,4,Postgraduate,53218,596,57438,Yes,No,Tier-3,Yes
51,113405,28,2,Graduate,94893,710,81622,Yes,No,Tier-2,No
49,203270,27,1,Postgraduate,10180,642,6789,Yes,Yes,Tier-3,Yes
36,156201,12,4,Postgraduate,76750,554,38417,Yes,Yes,Tier-2,Yes
40,185545,18,4,Professional,216689,610,86971,Yes,Yes,Tier-1,Yes
22,140637,0,3,Professional,396491,800,62285,No,Yes,Tier-3,Yes
59,55346,33,5,Graduate,189152,816,72766,Yes,No,Tier-1,No
51,145950,25,5,Postgraduate,259381,554,54776,Yes,No,Tier-2,Yes
60,48550,35,4,Graduate,133629,787,24277,Yes,Yes,Tier-2,No
44,196742,20,4,Graduate,56602,614,20302,Yes,No,Tier-2,No
31,83906,5,3,Postgraduate,246610,655,91907,No,Yes,Tier-3,Yes
34,171104,11,1,Graduate,13749,571,76642,Yes,Yes,Tier-1,Yes
39,41025,14,3,Postgraduate,169681,679,25733,Yes,Yes,Tier-1,No
44,198226,19,3,Postgraduate,181838,653,32609,Yes,Yes,Tier-2,Yes
53,162719,30,3,Graduate,291018,806,31328,Yes,No,Tier-2,Yes
23,65151,0,1,Postgraduate,100935,745,13251,Yes,No,Tier-2,No
29,127035,6,4,Graduate,66865,500,78868,Yes,No,Tier-2,Yes
33,197115,9,3,Postgraduate,0,721,71854,No,Yes,Tier-2,Yes
22,110895,0,1,Graduate,81660,819,28521,Yes,Yes,Tier-1,No
51,101945,28,4,Postgraduate,180330,722,68313,Yes,No,Tier-2,Yes
52,203666,27,4,Graduate,137958,619,98080,Yes,No,Tier-2,No
24,80037,2,4,Postgraduate,162805,747,12349,No,Yes,Tier-1,Yes
35,84790,10,1,Professional,21156,609,48350,Yes,No,Tier-2,No
29,233929,5,1,Graduate,204998,800,51875,Yes,Yes,Tier-2,Yes
28,241992,6,2,Postgraduate,130266,718,45578,Yes,No,Tier-1,Yes
35,90950,10,2,Professional,352366,750,64002,Yes,No,Tier-1,Yes
25,241555,4,1,Postgraduate,80815,644,26507,Yes,Yes,Tier-1,Yes
43,235913,22,3,Professional,192765,514,90567,No,Yes,Tier-1,No
53,198625,32,1,Postgraduate,40280,834,59966,No,No,Tier-2,Yes
34,40993,9,2,Graduate,154431,784,7027,Yes,No,Tier-2,No
44,108794,20,4,Professional,33781,570,49376,Yes,Yes,Tier-1,Yes
25,198725,0,5,Graduate,0,745,22782,Yes,Yes,Tier-1,Yes
37,25050,10,3,Graduate,0,548,67029,No,No,Tier-2,No
21,166994,0,4,Graduate,37920,844,48176,Yes,No,Tier-1,Yes
43,96895,18,3,Graduate,0,613,43936,Yes,No,Tier-1,No
26,238370,4,1,Graduate,236643,799,4600,No,Yes,Tier-1,Yes
24,157030,2,4,Graduate,6794,543,61315,Yes,No,Tier-2,No
30,44504,3,3,Graduate,0,678,89087,Yes,No,Tier-1,No
32,248023,6,1,Postgraduate,52971,606,76302,Yes,No,Tier-1,Yes
37,94110,15,5,Professional,194286,808,85481,Yes,No,Tier-2,Yes
41,180522,14,3,Postgraduate,114407,845,12715,No,No,Tier-2,Yes
35,81143,11,2,Professional,255536,527,12952,Yes,Yes,Tier-1,No
44,134885,21,1,Postgraduate,0,729,70207,Yes,Yes,Tier-2,Yes
35,124251,13,5,Professional,158103,842,8861,Yes,No,Tier-3,Yes
46,181359,20,4,Postgraduate,0,646,21050,Yes,No,Tier-3,No
34,113116,12,4,Graduate,149536,646,64167,Yes,No,Tier-3,No
51,239683,29,3,Postgraduate,205199,719,83080,Yes,Yes,Tier-2,Yes
54,215075,29,5,Graduate,357034,704,70323,Yes,Yes,Tier-1,Yes
27,151041,0,1,Professional,92573,801,58321,Yes,No,Tier-2,Yes
21,93456,0,5,Postgraduate,211879,719,70319,Yes,Yes,Tier-1,Yes
50,93382,28,3,Postgraduate,232306,679,96520,Yes,Yes,Tier-3,Yes
34,227850,13,4,Professional,118531,518,34407,Yes,No,Tier-2,Yes
36,119961,13,4,Postgraduate,77632,777,47167,No,No,Tier-3,Yes
52,182876,29,4,Graduate,65895,735,99556,Yes,No,Tier-3,Yes
40,68199,15,2,Postgraduate,393314,638,7717,Yes,Yes,Tier-3,No
30,150812,9,1,Graduate,261035,611,96003,Yes,No,Tier-2,No
29,110823,3,5,Professional,195354,669,12367,Yes,No,Tier-2,No
42,165313,19,4,Postgraduate,105901,559,47606,Yes,No,Tier-2,Yes
33,245963,12,2,Graduate,129246,527,22615,Yes,No,Tier-3,No
56,159942,29,2,Graduate,163746,694,68141,Yes,No,Tier-1,No
35,186101,10,3,Graduate,178278,719,40733,Yes,Yes,Tier-1,Yes
22,248080,0,5,Graduate,106062,567,13969,No,No,Tier-1,No
21,71526,0,3,Postgraduate,134415,737,72935,Yes,No,Tier-2,Yes
30,196926,7,2,Postgraduate,104454,834,42264,Yes,No,Tier-1,Yes
44,166078,20,5,Postgraduate,200688,629,33300,Yes,No,Tier-3,No
28,212494,3,1,Graduate,8142,654,65411,Yes,No,Tier-2,No
44,36075,20,5,Graduate,418541,551,94174,Yes,No,Tier-2,No
46,41057,19,2,Postgraduate,0,512,80993,Yes,No,Tier-1,No
49,138591,23,5,Postgraduate,214987,705,58869,Yes,No,Tier-3,Yes
25,91780,0,1,Professional,157534,537,29277,No,No,Tier-1,Yes
26,116200,5,4,Professional,206123,708,38790,Yes,Yes,Tier-1,Yes
59,161243,33,3,Graduate,69747,768,40227,Yes,Yes,Tier-1,Yes
26,119449,4,3,Graduate,264364,771,97387,Yes,Yes,Tier-3,No
44,52410,23,4,Postgraduate,205586,541,77665,Yes,Yes,Tier-2,Yes
29,28034,7,2,Professional,242825,805,82459,No,Yes,Tier-1,Yes
37,83945,12,3,Graduate,23887,624,34879,Yes,Yes,Tier-2,No
43,96519,20,2,Graduate,96577,729,43911,Yes,Yes,Tier-2,Yes
54,137824,30,3,Postgraduate,119113,798,24300,Yes,No,Tier-2,Yes
52,143216,25,2,Professional,168859,623,62684,No,Yes,Tier-1,Yes
40,175404,16,5,Professional,230536,803,16732,Yes,Yes,Tier-1,Yes
60,106666,33,2,Graduate,231278,810,38214,No,Yes,Tier-2,Yes
58,205336,33,4,Postgraduate,180085,720,78970,Yes,Yes,Tier-2,Yes
41,232936,15,2,Graduate,138585,544,53857,Yes,No,Tier-1,No
56,100561,33,3,Graduate,0,598,58625,No,No,Tier-2,No
37,49256,12,5,Postgraduate,97824,669,85140,Yes,No,Tier-1,No
60,68202,35,3,Graduate,247871,548,96671,Yes,No,Tier-2,No
37,94278,10,1,Postgraduate,234861,830,49199,Yes,No,Tier-2,Yes
40,193515,15,5,Postgraduate,71494,675,54652,Yes,No,Tier-2,Yes
28,138849,1,1,Professional,159944,804,32783,Yes,No,Tier-1,Yes
37,84834,12,4,Professional,184758,819,7364,Yes,No,Tier-2,No
32,118676,8,3,Postgraduate,76009,511,3358,Yes,No,Tier-2,No
54,67320,27,4,Graduate,304969,781,56435,Yes,Yes,Tier-3,Yes
25,132481,4,3,Graduate,269218,814,84755,Yes,No,Tier-2,Yes
46,47030,20,1,Postgraduate,38823,731,79400,No,Yes,Tier-2,Yes
47,61775,25,1,Graduate,47327,697,9101,Yes,No,Tier-1,No
46,197980,22,4,Graduate,230444,659,21276,Yes,No,Tier-1,No
40,177455,17,3,Graduate,305984,610,56679,Yes,No,Tier-3,No
48,129447,22,3,Postgraduate,64314,652,46134,Yes,No,Tier-1,Yes
38,89005,16,3,Postgraduate,177591,820,96891,Yes,Yes,Tier-1,Yes
29,94702,3,5,Postgraduate,276507,796,35539,Yes,No,Tier-1,Yes
23,173673,0,1,Graduate,160870,782,91147,Yes,No,Tier-2,Yes
40,80188,13,1,Postgraduate,240316,597,36247,No,Yes,Tier-1,Yes
30,168973,8,5,Postgraduate,172887,563,36171,Yes,No,Tier-2,Yes
59,158021,34,1,Graduate,174977,610,91364,No,Yes,Tier-2,Yes
22,221864,1,2,Postgraduate,315356,518,93181,Yes,Yes,Tier-2,Yes
35,194621,14,3,Graduate,407844,659,56587,No,Yes,Tier-2,No
41,36093,16,2,Graduate,59340,665,86042,Yes,No,Tier-2,No
36,232547,13,4,Graduate,50996,822,21195,Yes,No,Tier-3,No
40,235769,14,2,Graduate,249906,739,28570,Yes,No,Tier-3,No
51,173310,30,1,Graduate,126664,505,72474,Yes,No,Tier-1,No
21,181647,0,1,Graduate,211850,776,65874,Yes,Yes,Tier-3,Yes
41,86915,16,4,Postgraduate,189111,676,38884,Yes,Yes,Tier-2,Yes
56,207485,34,2,Postgraduate,328261,681,99812,No,No,Tier-2,Yes
36,212593,13,2,Graduate,0,638,47724,Yes,No,Tier-2,No
22,166035,0,2,Postgraduate,103666,675,79384,Yes,No,Tier-2,Yes
43,191170,16,3,Graduate,230081,681,79932,Yes,Yes,Tier-2,Yes
46,61680,21,5,Professional,118948,671,61949,Yes,No,Tier-1,No
22,128504,0,3,Postgraduate,90353,768,43604,Yes,No,Tier-1,Yes
28,200257,1,1,Graduate,31882,658,35149,Yes,Yes,Tier-1,Yes
25,122504,2,3,Postgraduate,457138,795,25102,Yes,No,Tier-3,Yes
50,146103,27,4,Graduate,23258,691,27223,Yes,No,Tier-3,No
52,107164,27,4,Professional,62135,801,51631,No,No,Tier-1,Yes
44,165504,19,3,Graduate,101775,695,55450,No,Yes,Tier-3,Yes
51,123724,26,1,Professional,111093,762,19833,Yes,No,Tier-3,Yes
38,66057,16,3,Postgraduate,48057,753,30859,No,Yes,Tier-2,No
43,94428,22,2,Professional,97669,747,32569,Yes,Yes,Tier-2,Yes
27,137620,2,1,Postgraduate,232645,782,40250,No,No,Tier-2,Yes
54,183178,28,2,Graduate,223168,645,96769,No,No,Tier-3,No
47,161064,22,3,Graduate,590,751,42309,No,No,Tier-3,No
35,216755,9,1,Graduate,206312,833,47020,Yes,Yes,Tier-1,Yes
23,48439,0,1,Postgraduate,47316,637,82562,Yes,Yes,Tier-1,Yes
49,188471,25,5,Postgraduate,45294,686,98621,Yes,No,Tier-1,Yes
43,198499,22,1,Postgraduate,32504,782,98728,No,Yes,Tier-1,Yes
35,57400,13,3,Postgraduate,129044,696,47113,Yes,Yes,Tier-3,Yes
57,202878,34,2,Graduate,14997,788,82039,No,No,Tier-2,Yes
49,95647,27,3,Postgraduate,190075,720,56020,Yes,No,Tier-1,Yes
60,248374,35,1,Postgraduate,0,551,90074,Yes,No,Tier-3,Yes
26,213059,0,5,Postgraduate,168896,611,91067,Yes,Yes,Tier-1,Yes
49,92952,23,3,Postgraduate,180765,502,46938,Yes,No,Tier-1,No
25,215679,0,5,Postgraduate,196665,731,6930,No,Yes,Tier-3,Yes
47,181597,22,4,Graduate,343433,625,19332,No,No,Tier-1,Yes
35,63769,10,2,Graduate,168482,803,49646,Yes,No,Tier-2,No
36,169408,9,2,Professional,8618,734,27407,No,No,Tier-3,Yes
47,47369,24,1,Graduate,201942,696,2589,Yes,No,Tier-1,No
36,91794,9,3,Graduate,192306,699,2637,Yes,No,Tier-2,No
43,57202,22,4,Professional,74711,603,80771,No,No,Tier-3,No
47,67692,22,2,Graduate,336172,645,39096,Yes,No,Tier-2,Yes
34,135078,7,2,Graduate,181737,712,98047,No,No,Tier-2,Yes
27,165334,1,1,Graduate,169670,599,71108,No,No,Tier-3,No
30,92847,6,2,Graduate,60880,549,11622,Yes,Yes,Tier-1,No
33,133408,9,3,Professional,164317,752,21109,Yes,Yes,Tier-2,Yes
51,46017,25,2,Postgraduate,176084,568,12372,Yes,Yes,Tier-2,No
43,229205,22,3,Postgraduate,0,838,39693,Yes,No,Tier-2,Yes
54,231948,33,1,Graduate,0,652,3461,Yes,Yes,Tier-1,Yes
40,235544,13,5,Graduate,8756,800,7728,Yes,Yes,Tier-3,Yes
45,53688,23,2,Professional,337482,624,4438,No,No,Tier-3,No
21,82013,0,4,Professional,80223,636,48434,Yes,No,Tier-2,No
44,237910,21,2,Graduate,275538,729,58908,Yes,Yes,Tier-2,Yes
44,59256,22,4,Graduate,375776,507,40664,No,No,Tier-2,No
30,135210,6,5,Graduate,178241,670,38498,Yes,No,Tier-2,No
58,145848,32,3,Postgraduate,142898,793,44817,Yes,Yes,Tier-2,Yes
56,216510,32,2,Graduate,56937,770,12148,Yes,No,Tier-2,No
37,72431,15,2,Graduate,27714,537,18279,Yes,Yes,Tier-2,No
47,170832,24,3,Graduate,104374,642,68103,Yes,No,Tier-3,No
29,127614,5,2,Postgraduate,181441,733,46350,Yes,Yes,Tier-1,Yes
37,55353,16,2,Graduate,262010,542,7432,No,Yes,Tier-1,No
56,168262,29,3,Professional,94005,808,60630,Yes,Yes,Tier-1,Yes
50,93745,24,4,Graduate,105779,775,24064,Yes,Yes,Tier-2,No
55,242898,32,4,Graduate,243936,800,39463,Yes,No,Tier-2,Yes
46,241909,22,2,Graduate,260881,678,55884,Yes,Yes,Tier-3,No
39,30037,12,3,Graduate,388754,830,98951,Yes,No,Tier-2,No
59,49248,36,3,Postgraduate,270917,612,70008,Yes,Yes,Tier-2,Yes
57,99990,36,3,Postgraduate,177140,809,42428,Yes,Yes,Tier-3,Yes
29,54602,2,4,Graduate,121802,518,19469,Yes,No,Tier-1,No
45,127876,21,3,Graduate,259382,821,78151,Yes,No,Tier-3,Yes
56,38872,33,3,Professional,72960,718,50716,No,Yes,Tier-2,Yes
32,129448,11,4,Graduate,144241,747,78729,Yes,No,Tier-2,Yes
44,204809,21,1,Professional,0,636,93115,No,Yes,Tier-1,Yes
21,87349,0,2,Postgraduate,272777,808,26154,Yes,Yes,Tier-2,Yes
33,27988,10,2,Professional,237705,658,95899,No,No,Tier-2,No
43,154802,17,4,Professional,292445,680,44721,Yes,No,Tier-3,Yes
33,41375,7,2,Graduate,93812,584,73531,Yes,Yes,Tier-1,No
58,226632,34,2,Professional,223388,727,79911,Yes,No,Tier-2,Yes
36,55030,14,3,Graduate,257615,747,66930,No,Yes,Tier-3,Yes
29,65426,8,4,Professional,85110,754,35762,No,No,Tier-3,Yes
57,221198,31,2,Postgraduate,62359,565,23258,Yes,No,Tier-1,No
60,228014,35,2,Postgraduate,196942,796,29431,Yes,No,Tier-1,Yes
45,154132,22,4,Professional,200228,551,69695,Yes,No,Tier-1,Yes
22,112685,0,2,Graduate,28579,666,90091,Yes,No,Tier-2,No
49,148670,24,5,Postgraduate,128309,800,96436,No,Yes,Tier-3,Yes
33,98065,7,2,Graduate,240903,806,97909,Yes,Yes,Tier-3,Yes
32,221006,9,1,Graduate,268348,675,51874,Yes,No,Tier-1,No
33,74635,6,2,Graduate,255848,731,92807,Yes,No,Tier-3,No
26,195010,0,4,Graduate,123178,565,14420,Yes,No,Tier-2,No
54,107504,27,5,Professional,191902,656,46590,No,Yes,Tier-2,Yes
44,62097,20,4,Graduate,187672,661,73980,No,No,Tier-1,No
37,155017,15,4,Postgraduate,82165,536,4599,Yes,No,Tier-1,No
47,182064,22,5,Postgraduate,187344,657,86451,Yes,No,Tier-2,Yes
51,36394,24,1,Postgraduate,258333,540,8589,Yes,No,Tier-1,No
23,86351,0,4,Graduate,93930,617,70772,Yes,No,Tier-2,No
23,145332,0,3,Graduate,194544,803,61789,Yes,No,Tier-1,Yes
33,168908,7,1,Professional,152187,802,82893,Yes,No,Tier-3,Yes
57,211851,31,3,Postgraduate,0,500,29937,No,No,Tier-1,No
43,47789,22,5,Postgraduate,276294,850,73609,No,No,Tier-1,Yes
27,185232,6,1,Graduate,156126,738,47311,Yes,No,Tier-2,Yes
38,92857,13,3,Postgraduate,233587,616,40101,No,Yes,Tier-2,Yes
26,191001,5,4,Postgraduate,287925,820,52333,Yes,Yes,Tier-3,No
37,200902,10,2,Postgraduate,304714,597,89099,Yes,No,Tier-1,Yes
33,144247,7,5,Professional,1813,575,16066,Yes,No,Tier-1,No
60,148056,39,4,Postgraduate,0,843,86620,Yes,No,Tier-1,Yes
48,246325,27,5,Postgraduate,225111,637,12101,Yes,No,Tier-2,No
51,44215,24,1,Graduate,314384,795,99572,Yes,Yes,Tier-2,Yes
46,182320,25,3,Graduate,15797,835,43733,No,Yes,Tier-3,Yes
21,208534,0,2,Graduate,163176,813,50302,No,No,Tier-3,Yes
21,91634,0,3,Graduate,278882,678,86029,No,No,Tier-1,No
56,164334,29,2,Professional,228912,827,47643,Yes,No,Tier-2,Yes
21,26085,0,1,Graduate,297893,701,12913,No,No,Tier-1,No
44,147046,19,2,Graduate,221272,652,87476,Yes,No,Tier-1,No
23,79641,0,2,Graduate,207310,794,47702,Yes,Yes,Tier-3,Yes
38,78096,13,5,Professional,39928,631,42058,Yes,No,Tier-2,No
60,201871,37,1,Graduate,450996,825,49743,Yes,No,Tier-2,No
37,193376,11,3,Graduate,366823,582,23414,Yes,No,Tier-2,No
59,224268,33,1,Graduate,301117,545,54763,Yes,No,Tier-3,No
23,237338,0,1,Graduate,156393,699,85457,No,No,Tier-2,No
25,117024,2,1,Graduate,325900,670,88314,No,No,Tier-3,No
25,94253,2,1,Postgraduate,281104,645,96688,Yes,No,Tier-2,No
34,109946,7,2,Professional,245742,771,99138,Yes,No,Tier-3,Yes
56,224741,32,2,Postgraduate,123357,845,74264,No,No,Tier-2,Yes
56,25972,32,3,Professional,203020,502,90759,Yes,No,Tier-1,No
53,55268,28,5,Graduate,345217,802,15432,Yes,No,Tier-1,No
25,66616,0,1,Professional,90338,736,22143,Yes,Yes,Tier-1,Yes
27,27205,4,4,Graduate,0,708,9188,Yes,Yes,Tier-3,No
49,208827,25,2,Postgraduate,192398,642,38343,Yes,Yes,Tier-3,Yes
52,220336,26,5,Graduate,0,838,2925,Yes,No,Tier-1,Yes
58,59187,34,4,Graduate,254767,675,34160,Yes,Yes,Tier-1,No
35,81902,8,2,Postgraduate,223078,642,10800,No,No,Tier-2,No
44,90781,17,5,Graduate,203260,701,14501,Yes,Yes,Tier-2,No
34,217077,12,5,Postgraduate,0,645,32773,No,No,Tier-1,Yes
35,134119,14,4,Professional,140418,685,99958,Yes,No,Tier-1,Yes
41,171821,14,5,Graduate,76607,577,3403,Yes,No,Tier-3,No
25,77485,0,3,Graduate,357516,692,67254,Yes,Yes,Tier-1,Yes
54,196481,29,4,Graduate,0,652,80062,Yes,No,Tier-2,No
24,157974,0,1,Postgraduate,235714,724,70056,No,No,Tier-1,Yes
58,204444,35,3,Graduate,287456,701,39429,Yes,Yes,Tier-3,Yes
56,242443,30,3,Postgraduate,0,713,21396,No,No,Tier-3,Yes
35,179339,14,3,Postgraduate,188117,740,14822,No,No,Tier-1,Yes
54,52281,32,4,Professional,273956,787,24537,Yes,No,Tier-3,Yes
24,108017,0,1,Postgraduate,0,763,47975,Yes,No,Tier-3,Yes
55,148152,33,5,Graduate,98741,565,7888,Yes,No,Tier-2,No
41,241493,18,4,Graduate,172348,567,19986,No,Yes,Tier-1,No
27,194559,2,5,Graduate,225233,532,17817,Yes,No,Tier-1,No
52,244983,26,2,Postgraduate,239688,535,7207,No,Yes,Tier-3,Yes
28,42875,2,4,Graduate,24485,822,27489,Yes,No,Tier-1,Yes
46,147580,21,3,Graduate,168346,632,18959,No,Yes,Tier-3,No
55,123329,28,5,Graduate,20346,612,26453,Yes,Yes,Tier-2,No
54,65533,29,4,Graduate,159123,824,50073,Yes,Yes,Tier-1,Yes
31,168043,9,1,Postgraduate,269940,635,14685,No,No,Tier-2,No
52,104946,30,3,Postgraduate,254803,688,51515,Yes,No,Tier-1,No
37,149939,11,2,Graduate,170248,669,12224,Yes,No,Tier-2,No
37,63624,10,5,Professional,61491,658,67671,Yes,Yes,Tier-1,Yes
39,230004,16,4,Professional,0,663,86291,Yes,Yes,Tier-3,Yes
36,201442,11,4,Postgraduate,7219,524,68988,Yes,No,Tier-1,Yes
36,218958,9,5,Postgraduate,183931,766,73445,No,No,Tier-3,Yes
56,225278,30,4,Graduate,0,658,86764,Yes,No,Tier-2,No
23,174080,2,4,Professional,287139,653,97373,Yes,No,Tier-1,Yes
46,140475,21,4,Professional,163609,834,78377,Yes,Yes,Tier-1,Yes
49,89927,26,3,Postgraduate,0,731,26583,Yes,No,Tier-2,No
25,137692,0,3,Postgraduate,273266,788,90590,Yes,Yes,Tier-3,Yes
37,181778,10,4,Graduate,0,724,82225,Yes,No,Tier-3,Yes
56,52182,31,4,Postgraduate,159488,835,61454,Yes,Yes,Tier-1,Yes
50,111290,24,2,Graduate,237941,772,49259,Yes,No,Tier-1,No
54,48390,29,3,Graduate,66465,788,23037,Yes,No,Tier-3,No
29,53087,8,5,Postgraduate,279046,562,73310,No,No,Tier-1,No
47,223296,23,1,Professional,283259,739,50865,Yes,Yes,Tier-1,Yes
